dtEventTime,gametype,winCamp,gametime,killcnt,deadcnt,assistcnt,gameresult,mvpcnt,losemvp,heroId,AcntCamp,teamNum,mapName,detailUrl,rampage,gameSvrId,relaySvrId,gameSeq,pvpType,multiCampRank,battleType,branchEvaluate,oldMasterMatchScore,newMasterMatchScore,battleRoyaleEvaluate,hero1TripleKillCnt,hero1UltraKillCnt,hero1RampageCnt,sixKill,sevenKill,usedTime,godLikeCnt,firstBlood,pveRateLvl,playerRank,winNum,failNum,roleJob,roleJobName,stars,desc,analyseUrl,battleDetailUrl,evaluateUrl,heroIcon,chessIds,evaluateUrlV2,mvpUrlV2,supportPro,battleTypeDesc,bgImg,userId,stickyEvaluateUrl,runawayUrl,hero1Kill6Cnt,hero1Kill7Cnt,hero1Kill8Cnt,hero1Kill9Cnt,hero1Kill10Cnt,gradeGame
1738593884,4,2,2025/2/3 22:26,6,12,7,2,0,0,183,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=137019&relaySvrId=1293951760&gameseq=1738592622&pvptype=5,0,137019,1293951760,1738592622,5,2,16,0,1200,1200,0,0,0,0,0,0,1110,0,0,0,0,0,0,16,荣耀王者,44,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738592622&relaysvrentity=1293951760&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=137019&relaySvrId=1293951760&gameSeq=1738592622&pvpType=5&acntCamp=1&battleType=16,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,7
1738591365,4,1,2025/2/3 21:50,1,5,3,2,0,0,183,2,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=136559&relaySvrId=121652000&gameseq=1738590494&pvptype=5,0,136559,121652000,1738590494,5,2,12,0,1200,1200,0,0,0,0,0,0,716,0,0,0,0,0,0,16,荣耀王者,45,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738590494&relaysvrentity=121652000&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=136559&relaySvrId=121652000&gameSeq=1738590494&pvpType=5&acntCamp=2&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,4.3
1738571461,4,2,2025/2/3 16:17,1,13,7,1,0,0,183,2,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=138728&relaySvrId=-750746864&gameseq=1738570471&pvptype=5,0,138728,-750746864,1738570471,5,1,12,0,1200,1200,0,0,0,0,0,0,806,0,0,0,0,0,0,16,荣耀王者,46,躺赢局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738570471&relaysvrentity=-750746864&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=138728&relaySvrId=-750746864&gameSeq=1738570471&pvpType=5&acntCamp=2&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,4.8
1738570412,4,2,2025/2/3 16:01,4,7,0,1,0,0,183,2,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=128094&relaySvrId=-419421408&gameseq=1738569499&pvptype=5,0,128094,-419421408,1738569499,5,1,12,0,1200,1200,0,0,0,0,0,0,717,0,0,0,0,0,0,16,荣耀王者,45,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738569499&relaysvrentity=-419421408&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=128094&relaySvrId=-419421408&gameSeq=1738569499&pvpType=5&acntCamp=2&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.8
1738569431,4,1,2025/2/3 15:42,0,9,8,1,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=170897&relaySvrId=148898321&gameseq=1738568361&pvptype=5,0,170897,148898321,1738568361,5,1,12,0,1200,1200,0,0,0,0,0,0,904,0,0,0,0,0,0,16,荣耀王者,44,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738568361&relaysvrentity=148898321&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=170897&relaySvrId=148898321&gameSeq=1738568361&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.4
1738568291,4,2,2025/2/3 15:25,1,10,5,1,0,0,183,2,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=168751&relaySvrId=1021338129&gameseq=1738567348&pvptype=5,0,168751,1021338129,1738567348,5,1,12,0,1200,1200,0,0,0,0,0,0,767,0,0,0,0,0,0,16,荣耀王者,43,躺赢局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738567348&relaysvrentity=1021338129&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=168751&relaySvrId=1021338129&gameSeq=1738567348&pvpType=5&acntCamp=2&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,4.4
1738567269,4,2,2025/2/3 15:09,3,10,2,2,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=168437&relaySvrId=48284176&gameseq=1738566431&pvptype=5,0,168437,48284176,1738566431,5,2,12,0,1200,1200,0,0,0,0,0,0,689,0,0,0,0,0,0,16,荣耀王者,42,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738566431&relaysvrentity=48284176&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=168437&relaySvrId=48284176&gameSeq=1738566431&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.8
1738566372,4,2,2025/2/3 14:50,5,15,12,1,0,0,183,2,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=134758&relaySvrId=-2061491424&gameseq=1738565305&pvptype=5,0,134758,-2061491424,1738565305,5,1,12,0,1200,1200,0,0,0,0,0,0,918,0,0,0,0,0,0,16,荣耀王者,42,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738565305&relaysvrentity=-2061491424&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=134758&relaySvrId=-2061491424&gameSeq=1738565305&pvpType=5&acntCamp=2&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,6.1
1738565239,4,1,2025/2/3 14:30,10,14,6,1,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=145829&relaySvrId=889226000&gameseq=1738564076&pvptype=5,0,145829,889226000,1738564076,5,1,12,0,1200,1200,0,0,0,0,0,0,998,0,0,0,0,0,0,16,荣耀王者,41,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738564076&relaysvrentity=889226000&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=145829&relaySvrId=889226000&gameSeq=1738564076&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,9.4
1738558972,4,1,2025/2/3 12:50,1,11,4,1,0,0,183,1,5,排位赛 五排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=167557&relaySvrId=1648386833&gameseq=1738558050&pvptype=5,0,167557,1648386833,1738558050,5,1,15,0,1200,1200,0,0,0,0,0,0,713,0,0,0,0,0,0,16,荣耀王者,40,躺赢局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738558050&relaysvrentity=1648386833&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=167557&relaySvrId=1648386833&gameSeq=1738558050&pvpType=5&acntCamp=1&battleType=15,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.3
1738509585,4,2,2025/2/2 23:00,4,15,6,1,0,0,183,2,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=59753&relaySvrId=-2011143392&gameseq=1738508227&pvptype=5,0,59753,-2011143392,1738508227,5,1,13,0,1200,1200,0,0,0,0,0,0,1180,0,0,0,0,0,0,16,荣耀王者,39,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738508227&relaysvrentity=-2011143392&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=59753&relaySvrId=-2011143392&gameSeq=1738508227&pvpType=5&acntCamp=2&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,6.9
1738508161,4,1,2025/2/2 22:45,3,5,4,1,0,0,183,1,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=132070&relaySvrId=-1962917104&gameseq=1738507324&pvptype=5,0,132070,-1962917104,1738507324,5,1,13,0,1200,1200,0,0,0,0,0,0,655,0,0,0,0,0,0,16,荣耀王者,38,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738507324&relaysvrentity=-1962917104&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=132070&relaySvrId=-1962917104&gameSeq=1738507324&pvpType=5&acntCamp=1&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,6.3
1738507268,4,2,2025/2/2 22:25,3,13,4,1,0,0,183,2,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=135618&relaySvrId=-314539248&gameseq=1738506161&pvptype=5,0,135618,-314539248,1738506161,5,1,13,0,1200,1200,0,0,0,0,0,0,937,0,0,0,0,0,0,16,荣耀王者,37,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738506161&relaysvrentity=-314539248&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=135618&relaySvrId=-314539248&gameSeq=1738506161&pvpType=5&acntCamp=2&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.9
1738506078,4,2,2025/2/2 22:09,0,7,12,2,0,0,108,1,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=125666&relaySvrId=-836754672&gameseq=1738505163&pvptype=5,0,125666,-836754672,1738505163,5,2,13,0,1200,1200,0,0,0,0,0,0,736,0,0,0,0,0,0,16,荣耀王者,36,尽力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738505163&relaysvrentity=-836754672&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=125666&relaySvrId=-836754672&gameSeq=1738505163&pvpType=5&acntCamp=1&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/deb788f3a436229b41fcbf80a867c6dc.png,,,,31,,,0,,,0,0,0,0,0,8
1738505113,4,2,2025/2/2 21:50,1,11,5,1,0,0,183,2,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=158821&relaySvrId=-622845423&gameseq=1738504067&pvptype=5,0,158821,-622845423,1738504067,5,1,13,0,1200,1200,0,0,0,0,0,0,881,0,0,0,0,0,0,16,荣耀王者,37,躺赢局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738504067&relaysvrentity=-622845423&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=158821&relaySvrId=-622845423&gameSeq=1738504067&pvpType=5&acntCamp=2&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,4.4
1738504006,4,1,2025/2/2 21:30,4,15,6,1,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=164960&relaySvrId=1480614673&gameseq=1738502880&pvptype=5,0,164960,1480614673,1738502880,5,1,12,0,1200,1200,0,0,0,0,0,0,951,0,1,0,0,0,0,16,荣耀王者,36,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738502880&relaysvrentity=1480614673&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=164960&relaySvrId=1480614673&gameSeq=1738502880&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.8
1738502681,4,1,2025/2/2 21:09,4,7,10,1,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=164991&relaySvrId=-1981783535&gameseq=1738501618&pvptype=5,0,164991,-1981783535,1738501618,5,1,12,0,1200,1200,0,0,0,0,0,0,883,0,0,0,0,0,0,16,荣耀王者,35,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738501618&relaysvrentity=-1981783535&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=164991&relaySvrId=-1981783535&gameSeq=1738501618&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,7.7
1738497832,4,2,2025/2/2 19:49,1,11,1,2,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=157318&relaySvrId=-769653999&gameseq=1738496784&pvptype=5,0,157318,-769653999,1738496784,5,2,12,0,1200,1200,0,0,0,0,0,0,883,0,0,0,0,0,0,16,荣耀王者,34,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738496784&relaysvrentity=-769653999&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=157318&relaySvrId=-769653999&gameSeq=1738496784&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.1
1738496717,4,1,2025/2/2 19:13,9,21,19,1,0,0,183,1,2,排位赛 双排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=157794&relaySvrId=-1663016431&gameseq=1738494609&pvptype=5,0,157794,-1663016431,1738494609,5,1,12,0,1200,1200,0,0,0,0,0,0,1912,0,0,0,0,0,0,16,荣耀王者,35,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738494609&relaysvrentity=-1663016431&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=157794&relaySvrId=-1663016431&gameSeq=1738494609&pvpType=5&acntCamp=1&battleType=12,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,7.5
1738494476,4,1,2025/2/2 18:48,9,19,11,1,0,0,183,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=134479&relaySvrId=-1090485488&gameseq=1738493115&pvptype=5,0,134479,-1090485488,1738493115,5,1,16,0,1200,1200,0,0,0,0,0,0,1186,0,0,0,0,0,0,16,荣耀王者,34,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738493115&relaysvrentity=-1090485488&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=134479&relaySvrId=-1090485488&gameSeq=1738493115&pvpType=5&acntCamp=1&battleType=16,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,8.6
1738491498,4,1,2025/2/2 18:03,5,6,15,1,0,0,114,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=142130&relaySvrId=1323360784&gameseq=1738490411&pvptype=5,0,142130,1323360784,1738490411,5,1,16,10,1200,1200,0,0,0,0,0,0,903,0,0,0,0,0,0,16,荣耀王者,33,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738490411&relaysvrentity=1323360784&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=142130&relaySvrId=1323360784&gameSeq=1738490411&pvpType=5&acntCamp=1&battleType=16,http://camp.qq.com/meta-data/evaluate-v2/silver_support_1.png,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/3d6a4cdd09f9236dcdce0270ac6055c2.png,,https://camp.qq.com/battle/common/evaluateV3/silver_support.png,,31,,,0,,,0,0,0,0,0,9.7
1738490097,4,1,2025/2/2 17:38,6,10,1,1,0,0,183,1,3,排位赛 三排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=165535&relaySvrId=306193169&gameseq=1738488949&pvptype=5,0,165535,306193169,1738488949,5,1,13,0,1200,1200,0,1,0,0,0,0,982,0,1,0,0,0,0,16,荣耀王者,31,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738488949&relaysvrentity=306193169&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=165535&relaySvrId=306193169&gameSeq=1738488949&pvpType=5&acntCamp=1&battleType=13,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,7.2
1738488736,4,2,2025/2/2 17:17,1,9,2,2,0,0,183,1,1,排位赛,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=131083&relaySvrId=673194784&gameseq=1738487705&pvptype=5,0,131083,673194784,1738487705,5,2,16,0,1200,1200,0,0,0,0,0,0,877,0,0,0,0,0,0,16,荣耀王者,30,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738487705&relaysvrentity=673194784&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=131083&relaySvrId=673194784&gameSeq=1738487705&pvpType=5&acntCamp=1&battleType=16,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,5.9
1738422414,4,1,2025/2/1 22:45,13,13,5,1,1,0,183,1,5,排位赛 五排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=159996&relaySvrId=-2113903855&gameseq=1738420905&pvptype=5,0,159996,-2113903855,1738420905,5,1,15,0,1200,1200,0,1,0,0,0,0,1314,1,0,0,0,0,0,16,荣耀王者,31,实力局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738420905&relaysvrentity=-2113903855&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=159996&relaySvrId=-2113903855&gameSeq=1738420905&pvpType=5&acntCamp=1&battleType=15,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,https://camp.qq.com/battle/common/mvpV3/mvp.png,31,,,0,,,0,0,0,0,0,9.7
1738420854,4,2,2025/2/1 22:26,6,10,0,1,0,0,183,2,5,排位赛 五排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=153028&relaySvrId=-268426479&gameseq=1738419805&pvptype=5,0,153028,-268426479,1738419805,5,1,15,0,1200,1200,0,0,0,0,0,0,877,0,0,0,0,0,0,16,荣耀王者,30,,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738419805&relaysvrentity=-268426479&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=153028&relaySvrId=-268426479&gameSeq=1738419805&pvpType=5&acntCamp=2&battleType=15,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,6.3
1738419742,4,2,2025/2/1 22:10,4,14,1,2,0,0,183,1,5,排位赛 五排,https://h5.kohsocialapp.qq.com/app/wzry/zj_detail?gameSvrId=153262&relaySvrId=-1075813871&gameseq=1738418859&pvptype=5,0,153262,-1075813871,1738418859,5,2,15,0,1200,1200,0,0,0,0,0,0,727,0,1,0,0,0,0,16,荣耀王者,29,翻车局,https://camp.qq.com/h5/webdist/team-analyzev2.html?sonic_remain_params=gameseq;relaysvrentity;gamesvrentity&gameseq=1738418859&relaysvrentity=-1075813871&playerid=1140354248&roleName=elo！躺赢&uniqueRoleId=126973517&roleId=1140354248,smobagamehelper://hippy?modulename=battledetail&toServerId=1086&toAreaId=1&toAppRoleId=126973517&toGameRoleId=1140354248&gameSvrId=153262&relaySvrId=-1075813871&gameSeq=1738418859&pvpType=5&acntCamp=1&battleType=15,,https://game-1255653016.file.myqcloud.com/manage/custom_wzry_skin_128x128/38ef965b650a7d05b792662d16c02e5b.png,,,,31,,,0,,,0,0,0,0,0,6
